title,author,genre,specific_genre,content,source,likes,comments
Đêm Không Vội,Binh Thuan Vo Nguyen,bảy chữ,,"BTVN<
>Gió ngang qua tóc rất hiền<
>Mây trôi chậm lại như quên lối về<
>Trăng lên treo nhẹ bên lề<
>Soi ly cà phê cũng nghe dịu lòng.<
>Ngoài kia thế sự long đong<
>Thì thôi cứ để gió hong nỗi buồn<
>Ngồi đây chẳng vội chẳng cuồng<
>Một đêm thanh tĩnh đủ thương cuộc đời.<
>Chẳng cần vạn dặm xa xôi<
>Gói lòng lại giữa khoảng trời lặng yên<
>Ưu phiền thả nhẹ bên hiên<
>Nhấp môi một ngụm bình yên rót đầy.<
>Gió thôi không vội lang thang<
>Mây thôi không nhớ những ngàn xa xôi<
>Trăng nghiêng một góc lưng trời<
>Như đang ngồi lắng chuyện đời cùng ta.<
>Đêm không cần phải thiết tha<
>Chỉ cần đủ tĩnh để mà hiểu nhau<
>Hiểu cơn gió thoảng qua mau<
>Hiểu ly cà phê đắng sâu hóa hiền.",https://www.facebook.com/groups/486407735098594/,3,2
Yêu Thương & Sống,Lang Truong Pham,năm chữ,,"Bao lời tình ấp ủ<
>Thử nói hết cùng nhau!<
>Trăm vạn điều vui thú<
>Sống đi kẻo bạc đầu!<
>Câu ngọt ngào ân ái<
>Nói mãi có sao đâu!<
>Cớ sao nhiều ái ngại<
>Để kẻ khổ người đau?<
>Nhìn nhau bằng ánh mắt<
>Dịu dàng trộn đắm say!<
>Vòng tay ôm, xiết chặt<
>Như thể sợ tình bay!<
>Hết ngày rồi đến tháng.<
>Đời ta có hạn kỳ.<
>Sống tươi vui, rỡ rạng<
>Nào mất mác thêm gì?!<
>Khi lòng người hạnh phúc<
>Sẽ chẳng thấy già nua.<
>Tim nhảy trong lồng ngực,<
>Mùa xuân ở bốn mùa.<
>Cười đùa cho thỏa thích-<
>Ngắn ngủi lắm đời người.<
>Đã quá nhiều bi kịch<
>Nên cần có tiếng cười!<
>Ph. Lăng Trường",https://www.facebook.com/groups/486407735098594/,5,1
Mưa,Nghĩa Võ,bảy chữ,,"Trời buồn lệ đổ hoen dòng<
>Rũ xuống thành phố chìm trong ưu sầu<
>Mưa mang nỗi nhớ qua cầu<
>Người đành đứng tránh sợ sầu thấm da<
>Phải chi thân áo cà sa<
>An nhiên gõ mõ phong ba chẳng hề<
>Lòng không vướng bận não nề<
>Mặc mưa rỉ rả vọng về bên tai<
>__TN__<
>Âm vang<
>Mưa đầu mùa vô tư trong trẻo<
>Rót âm vang xuống thành phố này<
>Ôi ngày hạ cơn mưa thật khéo<
>Thấm đất trời, hoa, lá, cỏ,cây<
>Áo – mưa<
>""Có manh áo dưới mưa trơ trọi<
>Hỏi lòng người được mấy lần khô ""<
>—VTN—<
>Phật dạy ""buông"" nhưng ngài không dạy ""bỏ''<
>Anh đã đi qua ba mùa nắng, chỉ để sẵn sàng ôm lấy một cơn mưa. Và anh yêu cách cơn mưa hờn giận (cũng như rất yêu Em)",https://www.facebook.com/groups/486407735098594/,2,0
Có một vài cơn mưa…,Nam Bui Viet,thơ tự do,,"không làm ướt áo…<
>chỉ làm ướt một lời hẹn…<
>Nếu bạn đã từng chờ một người trong mưa,<
>có lẽ bạn sẽ hiểu.<
>Nam Mori Podcast – nơi những câu chuyện được kể chậm lại.",https://www.facebook.com/groups/486407735098594/,0,0
Chín Đợi Mười Chờ.,Đồng Quê Nguyen Sơn,bảy chữ,,"Bài 27<
>Mười năm em đã hoài trông<
>Xuân mong Hạ đợi Thu Đông chàng về<
>Vậy mà Chàng lại Bỏ quê<
>Để em Quạnh quẽ Bốn bề Đơn phương<
>Giận rồi Hết giận Lại thương<
>Tám chờ Chín đợi Mười vương tơ Lòng<
>Mấy lần muốn bỏ cho xong<
>Thế rồi Vương vấn Niềm mong nỗi chờ<
>Giận mình tỉnh mộng bơ vơ<
>Chăn đơn...Gối chiếc Mình chờ Chi đây<
>Bao nhiêu ước hẹn vơi đầy<
>Chôn Theo Dĩ vãng Rồi đây Nhé Chàng<
>Cái hồi đương độ Xuân sang<
>Làn da...bông bưởi mịn màng đẹp xinh<
>Mắt nai ngơ ngác lung linh<
>Mặt hoa da phấn dáng hình đoan trang<
>Nết na Thùy mị Dịu dàng<
>Cũng là...Tuyệt sắc lên chàng đắm say<
>Em đâu có biết ngày nay<
>Bên người... Xứ lạ Chàng thay Đổi lòng<
>Mười hai bến nước long đong<
>Em nhầm...Bến đục Bỏ trong Lên buồn<
>Một mình đếm hạt mưa tuôn<
>Nửa đêm trống vắng để buồn riêng em<
>Mong anh nghĩ lại mà xem<
>Đây là...Tình nghĩa Sao đem Bông Đùa<
>Bạc vàng danh lợi hơn thua<
>Nơi phương...Trời lạ Chạy đua Thói đời<
>Mười năm chờ đợi anh ơi<
>Còn đâu Nhan sắc Của thời Xuân xanh<
>Bỏ luôn Thì bỏ không đành<
>Mười năm Hóa đá Em thành Vọng phu.",https://www.facebook.com/groups/486407735098594/,21,3
Tháng Năm Rồi...!,Tím Bằng Lăng,bảy chữ,,"Tháng năm rồi, anh có nhớ không anh<
>Phượng nghiêng mình, thắp khung trời rực đỏ<
>Kỷ niệm ùa về, vẫn nguyên nỗi nhớ<
>Mùa đi ngang qua, phố vắng lặng thầm<
>Tháng năm rồi, tím mãi những bâng khuâng<
>Anh có kịp về, thương Bằng Lăng trong gió<
>Cơn mưa chiều nay, rơi hoài trên lối nhỏ<
>Hạ ngơ ngẩn buồn, dăng phố cũ tìm ai...???!",https://www.facebook.com/groups/486407735098594/,8,0
Ngày Cuối Tuần,Bùi Thị Huệ,bảy chữ,,"Sáng sớm nay thấy lòng bao mỏi mệt<
>Định trốn lòng về chốn đã xa xôi<
>Tìm bình yên giữa khoảng không mây trời<
>Dù ảo mà nhẹ lòng bao thoải mái<
>Cánh đồng làng mãi trải những mầu xanh<
>Hoa cỏ xanh sương gửi gắm đầu cành<
>Chú chim nhỏ mong manh và đơn độc<
>Vẫn niềm tin chờ đón ánh mặt trời<
>Cớ sao lòng người lại thấy chơi vơi<
>Bởi cuộc đời nhạt phai bao lời hứa<
>Khi bóng xế đâu là nơi điểm tựa<
>Bỗng ngắm chậu hoa thế dáng thác đổ<
>Vẫn nở hoa cười trổ nụ đơm bông<
>Mang xuân về cho ta được ngắm trông<
>Để đời này muốn mãi được an lòng<
>Chỗ dựa phải là ta và mãi mãi<
>Thơ Bùi thị Huệ",https://www.facebook.com/groups/486407735098594/,5,4
Quá Muộn Để Hiểu,Lang Truong Pham,năm chữ,,"Xa rồi lòng mới biết<
>Mình thương nhớ nhau nhiều!<
>Xa rồi lòng mới hiểu<
>Nghĩa tình nặng bao nhiêu.<
>Khi buổi chiều nghiêng bóng,<
>Hoàng hôn nhuốm sắc màu;<
>Tâm tư buồn khuấy động…<
>Nghe dậy một niềm đau.<
>Nằm ẩn sâu, chìm khuất<
>Đâu đó giữa tâm hồn,<
>Một tình yêu rất thật<
>Mai một…, bị vùi chôn!<
>Nỗi cô đơn trống vắng<
>Giúp ta nhận rõ rằng:<
>Yêu quá ư trầm lắng<
>Dễ kết tụ thành băng.<
>Tình vĩnh hằng luôn phải<
>Vượt thử thách, cam go…<
>Buồn, vui-cùng nếm trải…<
>Mặc trở núi ngăn đò.<
>Vòng vo rối mới thấy<
>Tình ấy đẹp vô ngần!<
>Thiếu em buồn biết mấy!<
>Như thể mất người thân.<
>Ph. Lăng Trường",https://www.facebook.com/groups/486407735098594/,6,1
Lời Tỏ Tình 3,Danh Lợi,lục bát,,"Cho anh hỏi tiếp lần này<
>Liệu em muốn nắm bàn tay thô sần<
>Hay là vẫn cứ phân vân<
>Bởi anh nghèo khó lại bần hơn xưa<
>Công việc vất vả chẳng vừa<
>Mồ hôi ướt đẫm nắng mưa sớm chiều<
>Nhưng lòng vẫn mãi một điều<
>Trái tim ấm áp bao nhiêu nghĩa tình<
>Ban mai mỗi sáng bình minh<
>Nhớ người con gái dáng hình rất duyên<
>Bông hoa rực rỡ mạn thuyền<
>Ghé vào bến đợi lời khuyên nhẹ nhàng<
>Đông qua hè tới xuân sang<
>Để cho ngày tháng ngỡ ngàng nơi xa<
>Vậy người đồng ý đi mà<
>Để cho cuộc sống hát ca vui mừng<
>Ta thêm được chút danh xưng<
>Vườn hồng đỏ thắm một rừng đây em<
>Bướm xinh bay lượn theo kèm<
>Thuận duyên vừa ý ta đem tin mừng<
>DANH LỢI",https://www.facebook.com/groups/486407735098594/,5,0
Phượng vĩ,Nghĩa Võ,tám chữ,,"Chợt tỉnh giấc nghe nắng hạ bồi hồi<
>Nhành phượng vĩ bên sân trường lặng lẽ<
>Hoa ngày Hạ, ôi cánh hoa nhỏ bé<
>Lén rong chơi, trên vạch áo trắng ngần<
>–VTN–",https://www.facebook.com/groups/486407735098594/,0,0
Xuôi Dòng,Dương Hồ Xuân Sơn,lục bát,,"Nhà em xa cuối con sông<
>Xin anh đừng có đem lòng yêu thương<
>Bởi mình xa cách đoạn trường<
>Chỉ là em sợ tình thương hao gầy<
>Nhà em một lối chim bay<
>Sáng đi tối đến một ngày vẹn nguyên<
>Sợ rằng: Anh sẽ xa quên<
>Sợ sông ngăn cách chẳng bền tình yêu<
>Nhà em lại khó khăn nhiều<
>Tinh sương cơm với muối tiêu Mẹ đùm<
>Cha thì trải nắng gió sương<
>Bầy em còn học ở trường Ê, a<
>Nhà em khoảng cách bao la<
>Liệu anh còn muốn chung nhà nữa không<
>Xa nhà em cũng nhớ mong<
>Nhớ Cha, nhớ Mẹ lưng còng nơi quê<
>Nhà em cũng có Con Đê<
>Quanh co uốn khúc lối về thân quen<
>Nhà nghèo, em phải bon chen<
>Tìm lên Phố Thị sáng đèn làm thêm<
>Nhà em Ruộng chẳng thang thênh<
>Nếu Anh nhất định cùng em chung nhà<
>Để em: thưa với Mẹ, Cha...<
>Cho mình tác hợp mặn mà lứa đôi<
>Nhà em chỉ có thế thôi?<
>Em đã kể hết chẳng lời nói thêm<
>Nếu Anh: chẳng sợ bấp bênh...<
>Về thưa Bố, Mẹ...<
>Rồi cùng em... Xuôi Dòng...!!?",https://www.facebook.com/groups/486407735098594/,12,8
Tháng Năm Về...!,Đinh Quý,bảy chữ,,"Tháng năm về bằng lăng rụng bên thềm<
>Gió đung đưa thổi êm mùi hoa vải<
>Khung cửa sổ gió lùa tìm vụng dại<
>Lời hẹn thề còn mãi từ nơi đâu<
>Tháng năm về gửi lại mối tình đầu<
>Hàng liễu cũ ôm sầu cây chút lá<
>Tiếng ve ngân ôi sao buồn đến lạ<
>Lối cũ em về nhớ quá chiều nay<
>Tháng năm về lất phất hạt mưa vay<
>Nhật ký còn đây người xa biền biệt<
>Sân tường vắng rung lên niềm da diết<
>Kỷ niệm tràn về tha thiết gọi tên ai...???!",https://www.facebook.com/groups/486407735098594/,5,0
Mười Năm Chờ Đợi.,Đồng Quê Nguyen Sơn,bảy chữ,,"Bài 22<
>Ngồi buồn em ngắm sông quê<
>Lênh đênh... bến nước bốn bề xa xăm<
>Hình như cũng đã mười năm<
>Anh đi... không lại...ghé thăm một lần<
>Không lời an ủi bản thân<
>Không lời...Nhắn nhủ Tỏ phân rõ ràng<
>Còn thương hay đã sang ngang<
>Mặc em chờ đợi tin chàng không thôi<
>Yêu anh say đắm từ hồi<
>Năm lên mười bẩy tình tôi trao chàng<
>Năm lên mười bẩy xuân sang<
>Ba xuân Bẩy sắc Dịu dàng Tuyết trinh<
>Năm lên mười bẩy xinh xinh<
>Tóc mây... Mây Tóc... In hình Suối mơ<
>Mềm như dải lụa đợi chờ<
>Buông dài...Mềm mại Đôi bờ Vai thon<
>Mắt nai ngơ ngác to tròn<
>Mộng mơ mơ mộng vẫn còn ngây thơ<
>Em đâu có biết chữ ngờ<
>Em đâu đoán được bây giờ không anh<
>Bao nhiêu mơ ước ngày xanh<
>Đã thành...Dĩ vãng Mong manh còn gì<
>Tiếc thay cái thủa xuân thì<
>Hôm nay...phai nhạt trôi đi không còn<
>Tám chờ chín đợi héo hon<
>Mười nào Hy vọng mỏi mòn đợi trông<
>Phải anh Đã phụ Em không<
>Mười năm Chờ đợi Bến sông Vắng đò.",https://www.facebook.com/groups/486407735098594/,18,2
Nàng Thơ Lại Bỏ Tôi,Lang Truong Pham,bảy chữ,,"Nàng thơ lại bỏ tôi đi.<
>Trắng đêm thao thức, buồn vì nhớ nhung.<
>Nghĩa ân chưa cạn, chưa cùng;<
>Nỡ nào ngoảnh mặt, quay lưng cho đành!<
>Thềm khuya trải mảnh chiếu manh<
>Cùng nàng đón ánh trăng thanh,<
>chuyện trò…<
>Buồn vui tiếng hẹn, câu hò…<
>Gieo vần, đối ý thăm dò lòng nhau.<
>Trăm năm hứa sẽ bạc đầu.<
>Nhưng nay Người đã về đâu hỡi Người?<
>Người đi mang cả nụ cười.<
>Vầng trăng vàng úa, biếng lười ngủ say.<
>Gom thương, ủ nhớ cho đầy,<
>Tình kia một sớm vụt bay mất rồi!<
>Cô đơn ở lại mình tôi.<
>Nài kêu khản tiếng, khan lời được chi!<
>Dở dang nửa kiếp xuân thì<
>Khóc người tri kỷ, khóc si hận tình…!<
>Trầm mình giữa cõi yên thinh…,<
>Thấy em nhan sắc bóng hình hiện ra.<
>Nàng thơ lộng lẫy thơm hoa,<
>Nghiêng bờ tóc xoã thướt tha diễm kiều!<
>Trót đời lỡ dại khi yêu:<
>Hy sinh hiến cả mọi điều dẫu ai…!<
>Ph. Lăng Trường",https://www.facebook.com/groups/486407735098594/,7,1
Mưa Rào Đầu Hạ.,Hiền Nguyễn,năm chữ,,"Cơn mưa rào chạm ngõ,<
>Như muốn ngỏ cùng ai,<
>Đã qua suốt đông dài,<
>Ngủ quên trong kí ức.<
>Tiếng mưa nghe buồn bực,<
>Như thổn thức con tim,<
>Và như cả đắm chìm,<
>Vào cơn mê ai oán.<
>Phải chăng mưa lẻ bạn,<
>Hay ngao ngán nhân duyên,<
>Hay số phận thuyền quyên,<
>Lỡ lời nguyền hạnh phúc.<
>Âm thanh mưa thúc giục,<
>Làm ngã gục tâm can,<
>Làm lệ lỡ tuôn tràn,<
>Vì miên man nỗi nhớ.<
>Phải chăng mưa cũng khổ,<
>Không thổ lộ cho ai,<
>Mà nghe rít cơn dài,<
>Làm tim ai tan nát.<
>Tiếng mưa không rõ hạt,<
>Cứ ào ạt đổ dồn,<
>Như trút giận vùi chôn,<
>Cả tâm hồn đang cháy.<
>Nghe mưa thêm sống dậy,<
>Nhớ ngày ấy ai trao,<
>Nụ hôn vẫn ngọt ngào,<
>Trong mưa rào đầu hạ.<
>Hôm nay mưa rất lạ,<
>Như ai đã oán than,<
>Như nhung nhớ ngập tràn,<
>Như cả ngàn vết cứa.<
>Xin mưa thôi gõ cửa,<
>Chôn giữ kỉ niệm xưa,<
>Cho ai đã tiễn đưa,<
>Xin đừng lưu luyến nữa.",https://www.facebook.com/groups/486407735098594/,13,4
Huế Thương,Dương Hồ Xuân Sơn,lục bát,,"Anh về thăm Huế lại chiều nay<
>Cảm xúc năm xưa lại dâng đầy<
>Nơi có dòng Hương xưa vẫn chảy<
>Câu hò ai vọng thật mê say<
>Anh về thăm Huế lại chiều nay<
>Nơi chốn duyên quê lỡ lạc bầy<
>Bao năm mấy bận xa chốn ấy<
>Nay về thăm lại, đôi mắt cay<
>Anh về thăm Huế lại chiều nay<
>Nơi chợ Đông Ba chốn người đầy<
>Ngôi chùa Thiên Mụ xưa vẫn đấy<
>Mỗi chiều chuông vọng lá me bay<
>Anh về thăm Huế lại chiều nay<
>Ngang qua Vĩ Dạ lắm hàng cây<
>Ghé về Đập Đá vui biết mấy<
>Nơi đó Quê Tôi có... U, Thầy<
>Anh về thăm Huế lại chiều nay<
>Cách trở xa nhau đã bao ngày<
>Ngày đi U đã ra tiễn đấy...?<
>Bàn tay U nắm, chẳng buông tay<
>Anh về thăm Huế lại chiều nay<
>Tay xách tay mang giỏ quà đầy<
>Một phần để biếu U, Thầy đấy?<
>Một phần còn lại biếu tình say<
>Anh về thăm Huế lại chiều nay<
>Ngắm trời, ngắm đất, Anh ngắm mây<
>Chiếc cầu Tràng Tiền xưa vẫn đấy?<
>Sáu vài, mười hai nhịp vẫn đẹp thay<
>Anh về thăm Huế lại chiều nay<
>Cảm xúc năm xưa lại dâng đầy<
>Những điều quên thấy, nay đã thấy<
>Ôi lấy chi đây...<
>Để... giải bày...!!?",https://www.facebook.com/groups/486407735098594/,5,7
"Xin chân thành cảm ơn PCN Thường cô giáo, cảm ơn QTV, BBT và ê kíp thực hiện chương trình diễn ngâm của CLB ngâm thơ Việt Nam đã cắt ghép gửi cho Ngọc Hoa video đong đầy ý nghĩa trong dịp đại lễ 30 - 4 .",Trần Ngọc Hoa,lục bát,,"Sau đây xin mời cả nhà cùng thưởng thức bài thơ được chuyển thể thành làn điệu hát văn qua giọng hát ngọt ngào truyền cảm của nghệ sĩ Trọng Bình nhé.<
>Xin chân thành cảm ơn nghệ sĩ thật nhiều nha!<
>TỰ HÀO VIỆT NAM<
>Bút danh: Hương Quê<
>Nghệ sĩ thể hiện: Trọng Bình.<
>Mừng ngày giải phóng miền Nam!<
>Năm mốt năm ấy viết trang sử vàng.<
>Dưới cờ của đảng vinh quang!<
>Đất nước thống nhất huy hoàng non sông.<
>Lẫy lừng vang dội chiến công!<
>Lá cờ Tổ quốc thắm hồng tung bay.<
>Tưng bừng hòa với trời mây!<
>Mùa hè đại thắng từ đây thanh bình.<
>Nắng vàng tỏa sáng lung linh!<
>Ngụy nhào Mỹ cút an bình muôn nơi.<
>Ba mươi tháng tư tuyệt vời!<
>Chiến thắng vang dội lòng người hân hoan.<
>Hào hùng tháng tư ngập tràn!<
>Lá cờ Tổ quốc sao vàng tung bay.<
>Hiên ngang dinh Độc lập này!<
>Vỡ òa chiến thắng ngất ngây lòng người.<
>Giây phút lịch sử sáng ngời!<
>Chấn động thế giới tuyệt vời Việt Nam.<
>Dấu ấn kỳ diệu huy hoàng!<
>Năm mốt năm ấy vẻ vang nước nhà.<
>Việt Nam ơi Tổ quốc ta!<
>Tự hào hát khải hoàn ca chúc mừng.<
>Tháng tư phấn khởi tưng bừng!<
>Dâng trào cảm xúc lẫy lừng chiến công.",https://www.facebook.com/groups/486407735098594/,0,0
Quan Họ Người Ơi!!!!,Hiền Nguyễn,lục bát,,"Hôm nay về với hội làng,<
>Nghe câu quan họ xốn xang trong lòng.<
>Gặp em duyên thắm má hồng,<
>Nón nghiêng vành thúng chạnh lòng khách xa.<
>Môi cười mặt đẹp như hoa,<
>Dáng xinh yểu điệu thướt tha gọi mời.<
>Thuyền rồng mặt nước dong chơi,<
>Câu ca tha thiết lả lơi say lòng.<
>Hỏi em em đã có chồng,<
>Hay còn e lệ phòng không một mình?<
>Thương anh em hãy trao tình,<
>Lời yêu xin gửi cho mình cho ta.<
>Rồi đây sum họp một nhà,<
>Cùng nhau san sẻ đậm đà yêu đương.<
>Bên nhau đi hết đoạn đường,<
>Cho tôi xin gửi tình thương dạt dào.<
>Tôi về nhớ dáng thanh cao,<
>Cô em trẩy hội hôm nào thật xinh.<
>Mong em đọng lại chút tình,<
>Để cho tôi được trúc xinh bên hồ.<
>Hội làng trống mõ tung hô,<
>Nhớ người quan họ bên hồ tôi yêu.",https://www.facebook.com/groups/486407735098594/,9,10
Hương Sen Tĩnh Lặng,Francis Le,lục bát,,"Chiều buông mặt nước an nhiên<
>Sen vươn khỏi bùn, dịu hiền tỏa hương<
>Gần bùn mà chẳng vấn vương<
>Tâm trong như ngọc, không vương bụi trần<
>Gió lay từng cánh thanh tân<
>Như lời nhắc khẽ: giữ phần lặng im<
>Tu thân từ những phút chìm<
>Giữa đời náo động, giữ tim sáng ngời<
>Không cần rực rỡ giữa đời<
>Chỉ cần thanh sạch, mỉm cười nhẹ thôi<
>Dưỡng tâm như nước lặng trôi<
>Trong veo soi tỏ một trời bình yên<
>Sen kia chẳng nói lời thiêng<
>Mà dạy nhân thế chữ “hiền” thẳm sâu<
>Sống sao chẳng vướng u sầu<
>Gần bùn không nhuốm, hương đầu vẫn thơm<
>Thơ nhạc Lê Minh Thuận",https://www.facebook.com/groups/486407735098594/,1,0
Tình Khúc Giao Mùa,Đào Quốc Thế,lục bát,,"Có những lời hẹn nở ra từ màu hoa tím, để rồi cả đời chỉ còn lại một mùa nhớ.<
>Mùa lại giao mùa hoa tím bay<
>Hoa xuân lã chã rụng vương đầy<
>Sắc hoa xao xuyến màu nhung nhớ<
>Lòng thấy nao nao những tháng ngày<
>Ngây thơ em nhặt nhành hoa tím<
>Xếp lại thành hai trái tim hồng<
>Bất chợt nào đâu cơn gió thoảng<
>Hoa bay tan tác khắp chiều tàn<
>Giận hờn em bảo đến mùa sau<
>Em chẳng nhặt hoa tím nữa đâu<
>Ừ nhỉ em tôi giờ đã lớn<
>Bóng ai dần khuất phía chân cầu<
>Em lên phố thị mùa xuân ấy<
>Thân gái bon chen suốt dặm trường<
>Nón trắng nghiêng che đời phận mỏng<
>Dịu dàng e ấp má hây hây<
>Cuộc sống đô thành vương lối mộng<
>Bạc vàng lấp lánh cuốn chân ai<
>Lời xưa gió cuốn theo ngày tháng<
>Một thuở tim hồng đã nhạt phai<
>Em đã quên rồi câu ước nguyện<
>Giao mùa hoa tím rụng đê mê<
>Dư hương lưu luyến vương lời hẹn<
>Mỗi độ xuân về lòng tái tê.<
>Hoa vẫn rơi… chỉ người xưa là không còn quay lại.<
>Đào Quốc Thế",https://www.facebook.com/groups/486407735098594/,6,1
Đố Ai,Giang Vu,lục bát,,"Đố ai bơi nghịch dòng sông<
>Có ai bắt cá tay không bao giờ<
>Đố ai học được chữ ngờ<
>Cá đi trên đất, tôm thì biết bay<
>Đố ai trồng lúa trên mây<
>Có ai thấy được Rồng bay trên trời<
>Trời sinh vạn vật trên đời<
>Luôn theo tạo hoá tuần hoàn vậy thôi.<
>Sinh ra có cặp có đôi<
>Lai sinh phải gặp, luân hồi phải mang<
>Đố ai thấy cóc bắt thang<
>Có ai thấy cóc hỏi hang ông trời<
>Chúng sanh vạn vật thiên nhiên<
>Nghịch tính thì có, nghịch đời thì không.<
>Tái Bút<
>TG",https://www.facebook.com/groups/486407735098594/,1,0
Bơ Vơ Một Mình,Giang Vu,lục bát,,"Lòng buồn nặng trĩu chân lê bước<
>Phố xá đông vui chỉ một mình<
>Công viên ghế đá nay hoang vắng<
>Dư âm còn lại, chỉ riêng tôi<
>Hàng cây đứng yên không bóng gió<
>Xung quanh cảnh vật quá đìu hiu<
>Nơi xưa hò hẹn giờ vắng bóng<
>Bơ vơ lặng bước chỉ mình tôi.<
>Kí Bút<
>TG<
>California, April-20-2026",https://www.facebook.com/groups/486407735098594/,2,0
Chân Dung Tình Yêu,Lang Truong Pham,lục bát,,"Khắc giữa buồng tim một bóng hình.<
>Em cười hé nụ đóa môi xinh.<
>Hồn ta cất cánh bay tìm mộng,<
>Đắm giấc yêu thương biển ái tình.<
>Mái tóc nhung huyền tựa suối tơ<
>Chia đôi vạt lụa, chảy hai bờ.<
>Triền vai bé nhỏ mang hương nhớ<
>Rạo rực trong lòng những ước mơ.<
>Xoá mãi không mờ nét dấu yêu.<
>Làm sao quên được vẻ yêu kiều?<
>Em là sự sống, niềm hoan lạc-<
>Hạnh phúc chờ trông mỗi sớm chiều!<
>Trộn những nồng nàn kẻ mắt môi.<
>Đèn sao lấp lánh giữa bầu trời.<
>Hồng hoa rực rỡ tươi màu máu,<
>Ngọn nến tình yêu loé sáng ngời!<
>Dẫu bụi thời gian-vững đá trơ.<
>Dung nhan thuở ấy đến bây giờ<
>Còn nghiêng thành quách chao sông núi<
>Ngợi mãi chưa mòn khối ngọc thơ!<
>Ph. Lăng Trường",https://www.facebook.com/groups/486407735098594/,7,4
CHỮ THƯƠNG… | Đêm và những lời thì thầm muộn,Nam Bui Viet,thơ tự do,,"“Thương” không ồn ào như yêu…<
>nhưng là điều còn ở lại, khi mọi thứ đã đi qua.<
>Một đoạn nhỏ trong hành trình chữa lành nội tâm,<
>dành cho những ai còn thức khuya.<
>— Nam Mori Cafe | Hành trình tỉnh thức.<
>Nội dung sưu tầm<
>Nam Mori Cafe Thế Giới Valy - Nam Mori Nam Mori Shop",https://www.facebook.com/groups/486407735098594/,0,0
Nhìn Mình Trong Gương,Francis Le,bảy chữ,,"Gió đông về lay tim tôi<
>Phố xa còn bao mảnh đời<
>Những đứa trẻ không tiếng cười<
>Tôi quay đi… hay lặng nhìn?<
>Bao lâu rồi tôi vô tâm<
>Giữa cuộc đời quá âm thầm<
>Một câu hỏi cứ xoay vòng<
>Tôi là ai… trước nỗi đau?<
>Tôi nhìn vào người trong gương<
>Yêu cầu anh đổi con đường<
>Nếu muốn thế giới tốt hơn<
>Hãy bắt đầu từ chính mình<
>Không lời nào rõ hơn đâu<
>Đừng quay lưng, đừng cúi đầu<
>Chỉ cần ta đổi thay thôi<
>Thế giới sẽ khác đi rồi<
>Có những người không mái nhà<
>Giấc mơ tàn theo gió xa<
>Tim chai lì qua tháng ngày<
>Tôi có đang giả vờ không?<
>Đừng khép tim, đừng lặng im<
>Khi còn thời gian trong tay<
>Một bước thôi, từ hôm nay<
>Đứng lên và đổi thay<
>Tôi nhìn vào người trong gương<
>Chính là tôi, rất bình thường<
>Nhưng nếu dám sống khác đi<
>Sẽ làm đời sáng thêm lên<
>Na na na… đừng chờ nữa<
>Na na na… hãy thay đổi<
>Chỉ cần ta bắt đầu thôi<
>Ngay lúc này… từ chính tôi.<
>Thơ Nhạc Lê Minh Thuận",https://www.facebook.com/groups/486407735098594/,1,0
Chiều Tà.,Trịnh Văn Cạnh,bảy chữ,,"Chiều tà câu cá bên bờ sông<
>Ngồi đợi ôm cần mắt mải trông<
>Chỉ thấy gió lùa lay chiếc lá<
>Lục bình hoa tím mãi xuôi dòng",https://www.facebook.com/groups/486407735098594/,3,3
Hương Tình Nắng Hạ,Lang Truong Pham,năm chữ,,"Chờ nhau ngày tháng hạ,<
>Lòng khát những cơn mưa.<
>Ve sầu kêu rỉ rả…<
>Nghe buồn giữa giấc trưa!<
>Bằng lăng xưa vẫn tím<
>Màu thương nhớ thủy chung.<
>Phượng hồng môi chúm chím,<
>Tình xưa lắm thẹn thùng!<
>Cháy bừng lên sắc nắng<
>Cho ta tắm thịt da:<
>Hồn tươi ra-trẻ lại,<
>Quên đi tuổi đã già!<
>Bài ca thời bắt bướm,<
>Rong chơi giữa ruộng đồng:<
>Nằm thảnh thơi vui sướng<
>Ngước nhìn khoảng trời không.<
>Dòng êm đềm cuộn chảy.<
>Kỷ niệm vẫy tay chào.<
>Tình trong nhau thức dậy<
>Yêu thương gọi ngọt ngào.<
>Lòng nao nao đến lạ!<
>Tiếng ve báo Hạ về.<
>Đời dẫu chia hai ngả<
>Vẫn nặng mối duyên thề.<
>Ph. Lăng Trường",https://www.facebook.com/groups/486407735098594/,4,2
"Đôi lời từ tác giả : kỷ niệm là khoảnh khắc ngắn ngủi , còn nỗi nhớ là một hành trình . Dù biết lời hứa từ một phía chỉ là từ lừa dối",Nghĩa Võ,lục bát,,"Nhưng cũng chính vì thế, mà một chữ nhớ đến cố chấp lại bi thương mà đẹp đẽ đến như vậy. (Trong lòng có hoa, như hoa thì có mùa) lão cả đời trồng hoa nhưng khi mất đi, tất cả đều tan biến.<
>Và đây là series: mất bao nhiêu để đổi một chữ Nhớ.<
>Cố chấp<
>Có lão nông phu đã thất tuần<
>Mỗi ngày câu cá và trồng hoa<
>Đêm về tâm sự cùng trăng sáng<
>Ôm men say ngủ như người nhà<
>Ôi lão cố chấp, lão cố chấp<
>Cả đời không tính chuyện kết hoa<
>Ngày đó Hoa tàn mùa đi mất<
>Đồng ruộng hoang vu vắng lão già<
>–VTN–",https://www.facebook.com/groups/486407735098594/,3,0
